Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
4035,5,"0,6956999898","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",praktis cepat,positif,playstore,Pengiriman cepat dan mantap,praktis cepat
4036,7,"0,4036000073","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",kerja bagus cepat,positif,playstore,"Pengiriman cepat, layanan ramah",kerja bagus cepat
4038,9,"0,6970000267","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",jasa cepat,positif,playstore,Kemudahan tracking paket,jasa cepat
4039,15,"0,3657999933","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",good fast,positif,playstore,Respon cepat,good fast
4040,4,"0,358799994","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",salam olshop,positif,playstore,Memberikan manfaat,salam olshop
4041,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4042,4,"0,5418999791","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",suka,positif,playstore,Memberikan manfaat,suka
4043,0,"0,6998000145","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap pokoke,positif,playstore,Kemudahan transaksi,mantap pokoke
4044,15,"0,6962000132","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",aman nyaman,positif,playstore,Respon cepat,aman nyaman
4045,15,"0,4201000035","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",sabtu siang bandung tasik hubung bekas wajib packing kayu lumayan harga ribu total biaya degan riview negatif jasa alhamdulillah senin siang terima tasik good,positif,playstore,Respon cepat,sabtu siang bandung tasik hubung bekas wajib packing kayu lumayan harga ribu total biaya degan riview negatif jasa alhamdulillah senin siang terima tasik good
4046,6,"0,6962000132","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",aman cepat sampenya,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,aman cepat sampenya
4047,1,"0,3761999905","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",biaya murah tuju selamat teimakasih sukses,positif,playstore,Ongkos kirim murah,biaya murah tuju selamat teimakasih sukses
4048,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4049,7,"0,4819999933","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",layan bagus tuju,positif,playstore,"Pengiriman cepat, layanan ramah",layan bagus tuju
4050,1,"0,7724999785","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",cepat monitoring harga murah,positif,playstore,Ongkos kirim murah,cepat monitoring harga murah
4051,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",terimakasih,positif,playstore,"Pengiriman cepat, layanan ramah",terimakasih
4052,9,"0,3644999862","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",bagus banget,positif,playstore,Kemudahan tracking paket,bagus
4054,6,"0,3583000004","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",titip kilat heuheu,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,titip kilat heuheu
4055,0,"0,2633999884","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap boskuh receh semnggu datengin komplen sampah gudang priuk hahaha mantap,positif,playstore,Kemudahan transaksi,mantap boskuh receh semnggu datengin komplen sampah gudang priuk hahaha mantap
4056,2,"0,3598000109","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bismillah amanah,positif,playstore,Membantu bisnis online,bismillah amanah
4057,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",slogan,positif,playstore,Kemudahan transaksi,slogan
4058,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
4059,11,"0,4691999853","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",service nyampenya bintang kasih bintang bintang bagus,positif,playstore,"Pelayanan cepat, harga murah",service nyampenya bintang kasih bintang bintang bagus
4060,9,"0,5264999866","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",jasa hawphpbanyak alasantdk sesuai estimasiga erti ulur bgtusengaja ngumpulin kota ditujuga jelaskecewaga jasa lagibuang,positif,playstore,Kemudahan tracking paket,jasa hawphpbanyak alasantdk sesuai estimasiga erti ulur bgtusengaja ngumpulin kota ditujuga jelaskecewaga jasa lagibuang
4061,15,"0,7730000019","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",cepat terima kasih,positif,playstore,Respon cepat,cepat terima kasih
4062,5,"0,5404999852","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",mantul,positif,playstore,Pengiriman cepat dan mantap,mantul
4063,1,"0,2558999956","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",mantap sesuai tolong banget usaha bidang konstruksi asuransi jamin tawar tahan kualitas,positif,playstore,Ongkos kirim murah,mantap sesuai tolong usaha bidang konstruksi asuransi jamin tawar tahan kualitas
4064,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4065,2,"0,3788999915","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bagus bantu,positif,playstore,Membantu bisnis online,bagus bantu
4066,4,"0,5418999791","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",suka,positif,playstore,Memberikan manfaat,suka
4067,14,"0,4329999983","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",pikir jakarta promo diskon nikmat jakarta,positif,playstore,Kemudahan menggunakan aplikasi,pikir jakarta promo diskon nikmat jakarta
4068,4,"0,6966000199","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",terima kasih,positif,playstore,Memberikan manfaat,terima kasih
4069,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah,positif,playstore,Kemudahan transaksi,mudah
4070,11,"0,6958000064","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",lancar psbb prediksi,positif,playstore,"Pelayanan cepat, harga murah",lancar psbb prediksi
4071,5,"0,4370000064","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",pilih hrknp hadehga recomended mending toko seblah sesuai iklan,positif,playstore,Pengiriman cepat dan mantap,pilih hrknp hadehga recomended mending toko seblah sesuai iklan
4072,15,"0,3765999973","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",alhamdulillah jakarta detabek ekonomi kantor jlnwrg jati jasa ekonomi juluk hehehe semangat tingkat layan,positif,playstore,Respon cepat,alhamdulillah jakarta detabek ekonomi kantor jlnwrg jati jasa ekonomi juluk hehehe semangat tingkat layan
4073,6,"0,6962000132","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",cepat aman,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,cepat aman
4074,7,"0,7735000253","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus maju kembang,positif,playstore,"Pengiriman cepat, layanan ramah",bagus maju kembang
4075,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",membantumantab,positif,playstore,Kemudahan transaksi,membantumantab
4076,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4077,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",edisi,positif,playstore,Kemudahan menggunakan aplikasi,edisi
4078,1,"0,5727000237","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",lembut lembut code resi kedetek status lapak jlnmemang murah kaya,positif,playstore,Ongkos kirim murah,lembut lembut code resi kedetek status lapak jlnmemang murah
4079,7,"0,488499999","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus kasih bintang,positif,playstore,"Pengiriman cepat, layanan ramah",bagus kasih bintang
4080,3,"0,5412999988","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",keren,positif,playstore,Fitur aplikasi bagus,keren
4081,12,"0,5407000184","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good must better from before,positif,playstore,Ekspedisi terpercaya dan akurat,good must better from before
4082,12,"0,412499994","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good shipping service application very useful keep improving admin,positif,playstore,Ekspedisi terpercaya dan akurat,good shipping service application very useful keep improving admin
4083,5,"0,4571999907","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",cocok banget dekevery order,positif,playstore,Pengiriman cepat dan mantap,cocok dekevery order
4084,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",profesional,positif,playstore,"Pengiriman cepat, layanan ramah",profesional
4085,7,"0,3605999947","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",puas terimakasih,positif,playstore,"Pengiriman cepat, layanan ramah",puas terimakasih
4086,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",goodbener,positif,playstore,Kemudahan transaksi,goodbener
4087,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4088,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",mantaap,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,mantaap
4089,5,"0,4427999854","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",pesan tanggal jugadari tanggal statusny kota terima anter telpon bilang hubung tuhhemang keren,positif,playstore,Pengiriman cepat dan mantap,pesan tanggal jugadari tanggal statusny kota terima anter telpon bilang hubung tuhhemang keren
4090,7,"0,3758000135","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",minggu bengkalai hebat diemin pakett alamat tuju hebat sekalu minimal bintang asih bintang bintang saking hebat layan koleksi,positif,playstore,"Pengiriman cepat, layanan ramah",minggu bengkalai hebat diemin pakett alamat tuju hebat sekalu minimal bintang asih bintang bintang saking hebat layan koleksi
4091,11,"0,5406000018","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",cepat gesit,positif,playstore,"Pelayanan cepat, harga murah",cepat gesit
4092,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4093,9,"0,3643999994","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",bagus banget,positif,playstore,Kemudahan tracking paket,bagus
4094,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",handalkan,positif,playstore,Kemudahan transaksi,handalkan
4095,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4096,12,"0,5404999852","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",hangat percaya,positif,playstore,Ekspedisi terpercaya dan akurat,hangat percaya
4097,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",mantaf,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,mantaf
4098,7,"0,3592000008","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",layan puas,positif,playstore,"Pengiriman cepat, layanan ramah",layan puas
4099,7,"0,4988999963","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus nyaman update,positif,playstore,"Pengiriman cepat, layanan ramah",bagus nyaman update
4100,4,"0,255400002","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",karyawan sehat rezeki semangat abang panas hujan,positif,playstore,Memberikan manfaat,karyawan sehat rezeki semangat abang panas hujan
4101,11,"0,4327000082","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",edisi favorit,positif,playstore,"Pelayanan cepat, harga murah",edisi favorit
4102,15,"0,5411999822","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",mantull,positif,playstore,Respon cepat,mantull
4103,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4104,15,"0,5194000006","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",fast respon check destination,positif,playstore,Respon cepat,fast respon check destination
4105,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
4106,11,"0,7725999951","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",cepat jalan amanah,positif,playstore,"Pelayanan cepat, harga murah",cepat jalan amanah
4108,2,"0,3713000119","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",mudah bantu,positif,playstore,Membantu bisnis online,mudah bantu
4109,4,"0,6966000199","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",terima kasih,positif,playstore,Memberikan manfaat,terima kasih
4110,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan
4111,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",date,positif,playstore,Kemudahan transaksi,date
4112,7,"0,5425000191","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",prestasi layan hikmat,positif,playstore,"Pengiriman cepat, layanan ramah",prestasi layan hikmat
4113,0,"0,5228000283","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",manja konsumen mudah,positif,playstore,Kemudahan transaksi,manja konsumen mudah
4114,11,"0,7725999951","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",mantap cepat amanah,positif,playstore,"Pelayanan cepat, harga murah",mantap cepat amanah
4115,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4116,14,"0,3619999886","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",jaya best,positif,playstore,Kemudahan menggunakan aplikasi,jaya best
4117,0,"0,6998000145","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap langgan,positif,playstore,Kemudahan transaksi,mantap langgan
4118,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",hebat,positif,playstore,Kemudahan menggunakan aplikasi,hebat
4119,0,"0,2705000043","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",nice info shipping delivery tools,positif,playstore,Kemudahan transaksi,nice info shipping delivery tools
4120,1,"0,5403000116","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",murahtambahi murah,positif,playstore,Ongkos kirim murah,murahtambahi murah
4121,7,"0,7735000253","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",servis bagus cepat aman,positif,playstore,"Pengiriman cepat, layanan ramah",servis bagus cepat aman
4123,0,"0,3740000129","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",enak mudah,positif,playstore,Kemudahan transaksi,enak mudah
4124,9,"0,5425000191","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",amazing,positif,playstore,Kemudahan tracking paket,amazing
4125,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",playanan bagus,positif,playstore,"Pengiriman cepat, layanan ramah",playanan bagus
4126,9,"0,4268000126","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",cepat banget,positif,playstore,Kemudahan tracking paket,cepat
4127,7,"0,5970000029","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus cepat akses,positif,playstore,"Pengiriman cepat, layanan ramah",bagus cepat akses
4128,3,"0,5551999807","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",banget update,positif,playstore,Fitur aplikasi bagus,update
4129,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4130,15,"0,8708000183","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",puas layan ekpedisi murah cocok jual online,positif,playstore,Respon cepat,puas layan ekpedisi murah cocok jual online
4131,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",sasar,positif,playstore,Kemudahan transaksi,sasar
4132,2,"0,3788000047","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bagus bantu,positif,playstore,Membantu bisnis online,bagus bantu
4133,4,"0,5418999791","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",suka,positif,playstore,Memberikan manfaat,suka
4134,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",number,positif,playstore,Kemudahan transaksi,number
4135,13,"0,4779999852","bagus, bantu, banget, harga, upgrade, ribu, jangkau, menu, terimakasih, nama",bagus kerjasama marketplace masak medan jakarta jangkau bantu upgrade,positif,playstore,UI/UX aplikasi bagus,bagus kerjasama masak medan jakarta jangkau bantu upgrade
4136,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan
4137,6,"0,3583000004","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",super kilat,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,super kilat
4138,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4139,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4142,8,"0,5001999736","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",insya allah citra titip kilat maju sukses,positif,playstore,Keramahan pelayanan,insya allah citra titip kilat maju sukses
4143,11,"0,7725999951","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",layan cepat cepat,positif,playstore,"Pelayanan cepat, harga murah",layan cepat cepat
4144,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",shoppee,positif,playstore,Kemudahan transaksi,shoppee
4145,2,"0,3786999881","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bagus bantu,positif,playstore,Membantu bisnis online,bagus bantu
4146,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4147,0,"0,6998000145","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah akses,positif,playstore,Kemudahan transaksi,mudah akses
4148,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4149,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",best,positif,playstore,Kemudahan menggunakan aplikasi,best
4151,8,"0,5392000079","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",love,positif,playstore,Keramahan pelayanan,love
4152,7,"0,4593999982","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus mudah,positif,playstore,"Pengiriman cepat, layanan ramah",bagus mudah
4155,0,"0,5467000008","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap ayam keju,positif,playstore,Kemudahan transaksi,mantap ayam keju
4156,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah askes,positif,playstore,Kemudahan transaksi,mudah askes
4157,3,"0,5412999988","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",joss,positif,playstore,Fitur aplikasi bagus,joss
4158,11,"0,345600009","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",lumayan bagus murah kadang telat dikit toleransi,positif,playstore,"Pelayanan cepat, harga murah",lumayan bagus murah kadang telat dikit toleransi
4159,9,"0,3806000054","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",sngat bantu,positif,playstore,Kemudahan tracking paket,sngat bantu
4160,3,"0,3677000105","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",keren euyy cepat,positif,playstore,Fitur aplikasi bagus,keren euyy cepat
4161,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4162,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",layan optimal,positif,playstore,"Pengiriman cepat, layanan ramah",layan optimal
4163,7,"0,6970000267","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus bagus
4164,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4165,5,"0,5404999852","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",mantul,positif,playstore,Pengiriman cepat dan mantap,mantul
4166,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4167,1,"0,540199995","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",mantaab,positif,playstore,Ongkos kirim murah,mantaab
4168,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4169,12,"0,6956999898","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",very good,positif,playstore,Ekspedisi terpercaya dan akurat,very good
4170,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4171,9,"0,6970999837","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",tampilanya lengkap tracking,positif,playstore,Kemudahan tracking paket,tampilanya lengkap tracking
4172,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
4173,14,"0,3670000136","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",mantap saesangat mambantu waktuu,positif,playstore,Kemudahan menggunakan aplikasi,mantap saesangat mambantu waktuu
4174,13,"0,5188999772","bagus, bantu, banget, harga, upgrade, ribu, jangkau, menu, terimakasih, nama",sesuai nama mantaapp,positif,playstore,UI/UX aplikasi bagus,sesuai nama mantaapp
4175,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4176,1,"0,7724999785","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",senang mudah pantau,positif,playstore,Ongkos kirim murah,senang mudah pantau
4177,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4178,5,"0,3928000033","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",mantap sesuai gerai,positif,playstore,Pengiriman cepat dan mantap,mantap sesuai gerai
4179,12,"0,5554999709","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",mudah lacak tarif bantu dagang online,positif,playstore,Ekspedisi terpercaya dan akurat,mudah lacak tarif bantu dagang online
4180,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",josd,positif,playstore,Kemudahan transaksi,josd
4181,6,"0,5411000252","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",mmbantu,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,mmbantu
4182,4,"0,5422000289","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",komentator smuanya suka kinerjamya waktubusuksemua stars,positif,playstore,Memberikan manfaat,komentator smuanya suka kinerjamya waktubusuksemua stars
4183,4,"0,8190000057","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",suka cepat lainterima kasih langgan,positif,playstore,Memberikan manfaat,suka cepat lainterima kasih langgan
4184,2,"0,5412999988","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",mantau bisnis tenkiu,positif,playstore,Membantu bisnis online,mantau bisnis tenkiu
4186,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4187,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah ricek,positif,playstore,Kemudahan transaksi,mudah ricek
4189,7,"0,7735000253","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus proses cepat,positif,playstore,"Pengiriman cepat, layanan ramah",bagus proses cepat
4190,7,"0,7735000253","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus layan ramah,positif,playstore,"Pengiriman cepat, layanan ramah",bagus layan ramah
4191,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantappu,positif,playstore,Kemudahan transaksi,mantappu
4192,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",wond erfull,positif,playstore,Kemudahan transaksi,wond erfull
4193,15,"0,5551000237","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",kali ketanggerang nyampainya sore terima beli besok siang murah kualitas,positif,playstore,Respon cepat,ketanggerang nyampainya sore terima beli besok siang murah kualitas
4194,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
